,episode_number,Episode_title,description,Episode_runtime,Released_on
0,1001,Jeannie Gets A Difficult Task From Popatlal,"Popatlal gets surprised to see Jeannie in Gokuldham and  requests her to find a gorgeous girl for him so that he can marry. Jeannie introduces Mini to Popatlal, but it was all in Popatlal's dream. Popatlal insistsTaarak Mehta to find a girl for him, as he cannot think of anything else except his marriage. Daya shares her dream with Bapuji and Tapu and also reveals that she is getting an intuition, something really good is going to happen. Will Daya's predictions come true?",17 mins,07 Nov 2012
1,1002,Bapuji Surprised To Meet The Star Cast Of Son Of Sardar,"Daya informs Jethalal that soon something good is going to happen. Producer of Taarak Mehta Ka Ooltah Chashmah Asitkumarr Modi forces Bapuji to come along with him and takes him to a restaurant where he not only meets the Director of the film Son Of Sardar but also meets Actor Ajay Devgan and Sonakshi Sinha too. Later, Ajay Devgan informs Daya that he is soon going to surprise her and Sonakshi Sinha too calls Jethalal.",19 mins,08 Nov 2012
2,1003,Ajay Devgn's Unique Way Of Informing Good News To Colony Members,"Ajay Devgn informs Tapu to be prepared in the morning with his friends as a huge surprise is waiting for them and Bhide gets tensed later, Ajay Devgn and Sonakshi Sinha inform Dr. Hatthi in a unique way by writing a message on the cake as he loves to eat. Sodhi too gets an invitation card from an unknown person. In Gada electronics, Natu Kaka and Baagha too get the same message that he gave to all the colony members.",17 mins,09 Nov 2012
3,1004,An Unknown Biker Handovers A Letter To Babita,Jethalal shares all the strange incidents that took place with him with Baagha and Natu Kaka and also tries to find out the unknown person Taarak too receives a unique mail and confirms the same with Jethalal. All the members of Gokuldham Society gather in their compound to discuss strange invitations that they are receiving from an unknown person. A biker arrives in the colony and handovers a letter of invitation to Babita. Jethalal advises all the members to skip the activity.,19 mins,12 Nov 2012
4,1005,Tapu Sena's Mind,"Tapu Sena informs all the members of Gokuldham Society about Project Roshni and also collects donations from all the members. All the members of Gokuldham society appreciate Tapu Sena's efforts as they all are working for a noble cause. Later, Tapu Sena gets upset, as instead of collecting Rs. 25,000 they have managed to collect only Rs.1850. Tapu finds his loopholes and decides to find an alternate way to achieve the target.",19 mins,13 Nov 2012
5,1006,Gokuldham Members Meet The Star Cast Of Son Of Sardar,"Members of Gokuldham Society are still not able to track the kidnapper. Later, two unknown people arrive in Gokuldham society and Sodhi assumes them as kidnappers.  Announcer orders them to pray to Lord Krishna and Bapuji finally arrives in Gokuldham Society. All the members of Gokuldham Society are surprised to meet the star cast of Son Of Sardar. Popatlal gets mesmerized to see Sonakshi Sinha.",20 mins,14 Nov 2012
6,1007,Taarak Mehta Celebrates 1000 Episodes With Actor Ajay Devgn And Sonakshi Sinha,All the members of Gokuldham society are trying hard to recollect what they are forgetting. Ajay Devgn and Sonakshi Sinha remind them about the completion of 1000 glorious episodes of their longest running comedy series Taarak Mehta Ka Ooltah Chashmah. They also invite the whole team of Taarak Mehta ka ooltah Chashmah and all the members of Gokuldham society decide to watch  Ajay Devgn and Sonakshi Sinha's Son of Sardar.,20 mins,15 Nov 2012
7,1008,Producer Asitkumarr Modi Gives A Unique Surprise,"Celebrations continue as Ajay Devgan and Sonakshi Sinha dance to the hit tunes of their upcoming film Son of Sardar and also play Garba with Daya and other Gokuldham members. Later, producer Asitkumarr Modi gives two surprises back to back and also spreads the message of love and happiness in a unique way.",18 mins,16 Nov 2012
8,1009,Taarak Mehta And His Whole Team Worship Goddess Amba,"All the members of Gokuldham society are having a rocking time together in Shakti Dwar. They are not only exploring the place but are also worshiping Goddess Amba and seeking her blessings too. After an unforgettable religious trip, all the members of Gokuldham Society have come back to the society where Daya is trying her best to wake up Jethalal who is in deep sleep.",19 mins,19 Nov 2012
9,1010,Tapu Sena Firmly Decide To Collect Rs,"Principal informs the Children about Project Roshni in which all the Children will work together in a group and collect donations for those Children who cannot see the world and excited Tapu tells his Principal and Teacher that his group will collect the highest donations. Teacher informs them that the group who will collect the highest donations will get 10 marks from the school followed by a trophy too. Will Tapu Sena succeed in collecting Rs. 25,000 for Project Roshni?",18 mins,20 Nov 2012
10,1011,Tapu Sena's Mind,"Tapu Sena informs all the members of Gokuldham society about Project Roshni and also collects donations from all the members. All the members of Gokuldham society appreciate Tapu Senas efforts as they all are working for a noble cause, Tapu Sena gets upset as instead of collecting Rs. 25,000 they have managed to collect only Rs. 1850. Tapu finds his loop holes and decides to find an alternate way to achieve their target.",20 mins,21 Nov 2012
11,1012,Tapu Sena Involve 2 Members In Their Secret Plan,"Inspired from Tapu, Baagha and Natu Kaka too decide to collect donations for a Gaushala project. Tapu sena firmly decide to keep their program a secret. Tapu sena involves Abdul and Baagha in their secret plan. Jethalal has given a task to Baagha and Baagha rushes to meet Tapu.",17 mins,22 Nov 2012
12,1013,Tapu Sena's Special Show Night In Gokuldham Society,"All the members of Gokuldham Society are wondering what is the show about and also question Bagha and Abdul about it, as they were taking care of the decorations. Bhide complains to Jethalal about Tapu's new act. Guests are arriving in the colony. The show is just about to begin.",19 mins,23 Nov 2012
13,1014,Tapu Sena's Emotional Skit,"All the members of Gokuldham Society are eagerly waiting for Tapu Sena's surprise event which is just about to begin and the wait is finally over as Tapu Sena arrives with the team on the stage. Sodhi is essaying the role of a son, Sonu as a mother, and Goli as a father. Will Tapu Sena succeed in conveying their message? Will Tapu Sena manage to collect highest donations for project Roshni?",21 mins,26 Nov 2012
14,1015,Tapu Sena Collects A Whopping Amount For Their Project Roshni,"Tapu has given a unique task to Madhavi and Jethalal and all the members of Gokuldham society, who are watching the act with lots of interest. After the act, Gokuldham colony members praise Tapu Sena for performing such a brilliant yet emotional act. Tapu Sena observes a blind couple who were seeking help.",20 mins,27 Nov 2012
