,episode_number,Episode_title,description,Episode_runtime,Released_on
0,2301,Navaratri Is Here,Everybody gets into the festive mood as they prepare to celebrate Navaratri. Babita makes a visit to this event with her Hindi speaking foreigner friends and all of them try to learn Garba. Watch the full episode to find how they celebrate Navaratri.,20 mins,28 Sep 2017
1,2302,Jethalal's Music System,"Jethalal gets annoyed after seeing Bhide getting late for the meeting. In the meeting, Bhide proposes the plan of buying the music system for the function instead of renting one. The society members decide to buy the music system from Jethalal. Will the music system create any new problem?",19 mins,29 Sep 2017
2,2303,Navratri Special,"In this Navratri Special, the society members invite Babita's foreigner friends for Garba. Meanwhile, Jethalal explains them about Garba in his broken English. But, he gets surprised to know that the foreigners understand Hindi. Later, everyone starts playing Garba, but after a while, the speaker suddenly stops. What will be Iyer's reaction after Jethalal's speakers stop functioning?",20 mins,30 Sep 2017
3,2304,Musical Garba Night At Gokuldham,"Jethalal manages to fix the speaker, but it does not last long and fails again. After trying repeatedly, Iyer gets annoyed with Jethalal for bringing low-quality speakers. Meanwhile, Tapu plans to bring wireless headphones from his shop. Everyone praises Tapu for his brilliant idea. Later, Bagha returns to the Gokuldham society and gets the speakers fixed.",19 mins,02 Oct 2017
4,2305,Jethalal's New Rival,Tapu presents a dance performance in front of family members. Jethalal gets worried when he discovers that another electronic shop is opening near his shop. Champak chacha explains to him not to worry about the business and asks him to congratulate the new shop owner. Will Jethalal's business be affected by his new competitor?,20 mins,03 Oct 2017
5,2306,Gada Electronics Gets A New Neighbour,"Jethalal meets Taarak to write a positive message on a greeting card. Jethalal and Taarak meet Babita on their way to work and he asks Babita to bring her friend to his shop to purchase a cell phone. Jethalal congratulates Chheda Electronics, owner of the new shop. But, Chheda taunts him for having a small shop. How will Gada Electronics survive in front of Chheda Electronics?",20 mins,04 Oct 2017
6,2307,Jethalal's Face Blackened,"Nattu Kaka and Baagha apply a black powder on Jethalal's face with the intention of getting an increment. Jethalal is furious and yells at them. He gets upset when Babita and her friend leave the shop without making a purchase. With the competition and his new rival entering the market, will Jethalal manage to get his business back on track?",20 mins,05 Oct 2017
7,2308,Nattu Kaka And Bagha's Job Opportunity,Chheda calls Bagha and Nattu Kaka to meet him at his shop. He offers Bagha and Nattu Kaka a job in his shop. He tells them that he can give more holidays with an extra salary. Chheda plans to steal Gada Electronics' customers with the help of Bagha and Nattu Kaka. Will Bagha and Nattu Kaka accept Chheda's offer and leave Gada Electronics?,21 mins,06 Oct 2017
8,2309,Jethalal's Fear Of Losing Bagha And Nattu Kaka,"Jethalal mistakenly receives a phone call on Bagha's phone. He finds that Bagha and Nattu kaka met Chheda without his knowledge. He gets to know that Chheda has offered them a job in his shop, which Bagha and Nattu kaka kept a secret from him. He looses his cool and calls Taarak Mehta for the solution to this disturbing situation. Will Bagha and Nattu kaka join Chheda?",20 mins,09 Oct 2017
9,2310,Heart Broken Jethalal,"Jethalal gets worried after Bagha and Nattu Kaka asks for a holiday. He calls Taarak to discuss the problem and seeks help. Later, Anjali gets surprised to see Taarak returning home early. But, Jethalal ruins her excitement by telling that Taarak returned early for him. Taarak suggests that Jethalal should keep calm for the time being. Will Bagha and Nattu Kaka join Chheda?",18 mins,10 Oct 2017
