,episode_number,Episode_title,description,Episode_runtime,Released_on
0,701,A Troublesome Day At The Bhide's,"Bhide keeps the cup of tea on Jethalal's cheque by mistakenly and it gets spoiled, he goes to Jethalal's house to get another one. Gada family is leaving for Pune and Tapu stays back at Bhide's house. Watch the episode to know what new mischiefs Tapu has in his mind.",22 mins,29 Jan 2020
1,702,A Trip To Pune,"Jethalal gets annoyed and angry on reaching the hospital. A courier arrives for Jethalal but Bhide receives it since Gada family is out of town. While checking what's inside the box, he accidently breaks the merchandise. Madhavi and Bhide are tensed to think about the consequences.",20 mins,30 Jan 2020
2,703,Bhide's Grave Mistake,"Bhide sticks the statue back and hands it over to Sodhi and tells him to hand it over to Jethalal, but the statue gets broken again from Sodhi, he hands it over Dr. Hathi and the statue gets broken by his patient. What trouble will this statue bring to Gokuldham society now?",21 mins,30 Jan 2020
3,704,Jetha's Parcel,"Iyer while bringing back the parcel to his home the courier falls down and breaks down, he hands it over to Taarak. The courier again gets damaged by Taarak while taking the laptop, he sticks the statue and hands it over to Jethalal. Will Jethalal have to bear the brunt of everyone's mistake?",20 mins,30 Jan 2020
4,705,The Mishap,"The statue gets broken from Jethalal as well. Sundar's friend Ramesh arrives at Gada house to take his parcel. They stick it back and try to waste Ramesh's time so that the statue is fixed properly. Ramesh goes to open the parcel, Jethalal and Daya get tensed.",18 mins,30 Jan 2020
5,706,Who Is At Fault?,"Ramesh checks the parcel, Jethalal and Daya feel relived to know that the statue is fixed, Ramesh takes the courier. All society members feel guilty about the lies they said to each other about the parcel so they all come to Jethalal's house to apologize.",20 mins,30 Jan 2020
6,707,Daya Has A Request,"Daya insists Jethalal to call Devu and ask about Falguni Pathak. All ladies gather at Anjali's house. Daya calls Jethalal and takes Devu's number, Devu informs that Falguni Pathak will be coming to Gokuldham tonight, all the ladies are overwhelmed to hear this.",19 mins,30 Jan 2020
7,708,A Surprise In Gokuldham,Jethalal can't believe that Falguni Pathak will be coming to Gokuldham tonight. All the society members wearing traditional and colorful Garba outfits gather at the compound and suddenly the lights go off.,20 mins,30 Jan 2020
8,709,Dancing To Falguni's Tunes,"Bhide welcomes Falguni Pathak by giving her a bouquet. All the society members perform Garba with a lot of enthusiasm on Falguni's songs. Falguni realizes that Gokuldham society members can play Garba all night, she is a bit tensed about what to do now?",17 mins,30 Jan 2020
9,710,Tapu Sena Presents A Plan,"All the society members are dancing and enjoying on Falguni Pathak's music, she secretly goes away. Tapu Sena organizes a meeting at club house to plan for Dussehra. After the meeting all society members decide that all the expenses would be barred by Jethalal. Will he agree?",20 mins,30 Jan 2020
