,episode_number,Episode_title,description,Episode_runtime,Released_on
0,2501,The Scam That Rocked Gokuldham Society,"Inspector Pandey shows evidence of Jethalal's 100 crore scam to Gokuldham society members. When Pandey informs that Jethalal's house will be sealed, Champaklal is shocked. Sodhi and Popatlal try to stop the police from sealing Jethalal's house but in vain.",21 mins,02 Jul 2018
1,2502,Police Interrogation,"The police seal Jethalal's house. Inspector Pandey takes the Gokuldham society members to the police station for interrogation. Popatlal is taken for interrogation first. The loud screams coming from the interrogation room terrify Dr. Hathi, Bhide and Taarak.",20 mins,03 Jul 2018
2,2503,Evidence Against Jethalal,"Seeing Jethalal partying, Champaklal feels dizzy. Inspector Pandey asks everyone to leave, but the Gokuldham society members stand together and refuse to leave Champaklal and Tappu alone. A lawyer representing Jethalal arrives at the police station.",21 mins,04 Jul 2018
3,2504,What Has Jethalal Done?,"As all the residents of Gokuldham Society head to the police station to hear the news that Jethalal has called for a lawyer, they understand that he has done something or the other. Tappu and Chacha Ji are alone in the society and there is no sign of Jetha.",20 mins,05 Jul 2018
4,2505,Time To Go,Champaklal and Tapu feel embarrassed and humiliated after Jethalal's scandal so they decide to leave Gokuldham society. They try to contact Daya who has gone on a trip but couldn't connect with her.,21 mins,06 Jul 2018
5,2506,Men In Black,"Champaklal and Tapu leave Gokuldham society to go to their village Bachao but on the way to the bus stop, they are stopped by two men in black who asks them to get into a car with them and say that they've been sent by Jethalal himself. What is Jethalal up to? Who are these men in black?",20 mins,09 Jul 2018
6,2507,Jethalal's New Avatar,"Tappu and Champaklal meet Jethalal and extract the details of the bank fraud which he has committed. Then, a gun falls out of Jethalal's pocket. Champaklal picks up the gun and points it towards Jethalal. Champaklal then brings Jethalal back to India to face the law.",22 mins,10 Jul 2018
7,2508,Dream Or Reality,"With all the fuss regarding Jethalal's scam, Champaklal wakes up in the morning and realizes that everything was just a dream. Jethalal is still missing. Where is Jethalal? Why did he lie about the technology convention in Senorita Island?",21 mins,11 Jul 2018
8,2509,Wheres Jethalal?,"Champaklal is unsure about Jethalal's whereabouts and creates panic among Gokuldham society members by sharing the details of his dream. The attempts made to reach Jethalal prove futile. If Jethalal didn't reach the island, then where is he?",21 mins,12 Jul 2018
9,2510,Off To Senorita Island,"Champaklal along with Tappu, Taarak, and Popatlal decide to go to senorita Island to find Jethalal. A taxi enters society. and on the back seat of the taxi, the Gokuldham society members are shocked to see Jethalal taking a nap in the back seat.  Bhide calls up Champaklal and informs that Jethalal has arrived.",21 mins,13 Jul 2018
10,2511,The Gifts,"Jethalal explains to Champaklal the reason he didn't answer the phone. After knowing that Jethalal lost his phone, Champaklal calms down. Then, Jethalal surprises the Gokuldham society members by showering them with gifts.",22 mins,16 Jul 2018
11,2512,The Scam,The entire Gokuldham society is in a relaxed mood after the entire charade of Jethalal is over. But Popatlal stirs up the entire society when he comes and shows everyone the latest bank scam and all the members start worrying about their money in different banks.,20 mins,17 Jul 2018
12,2513,Bhide Is Worried,"Bhide, with all the men of Gokuldham Society, visits the Sahi-Salaamat Bank after reading news about all the scams happening in various banks, as he is worried about his money. The bank manager explains everything and answers all their questions.",21 mins,18 Jul 2018
13,2514,Fresh Trouble for Jethalal,"Jethalal engages in a battle with Bhide to solve a few riddles. Bhide solves the riddles thrown at him by Jethalal but Jethalal, knowing that he cant solve the riddle, avoids giving the answer altogether. At Gada Electronics, two kidnappers threaten Baga and Nattu Kaka into opening the godown, and later confine their victim in it.",20 mins,19 Jul 2018
14,2515,The Trouble Continues,The trouble with Nattu Kaka and Bagha continues. Nattu Kaka's life is in danger but Bagha cannot help him without risking his life further. What happens in this episode of Taarak Mehta Ka Oolta Chashmah and find out what happens next.,20 mins,20 Jul 2018
15,2516,What's Inside the Warehouse?,"Bagha tries to prevent Jethalal from going inside the warehouse. Babita arrives at Gada Electronics to make a purchase for Iyer. Jethalal insists that Bagha open the warehouse so that Babita can have a seat. But, Bagha refuses, which forces Jethalal to open the warehouse himself.",21 mins,23 Jul 2018
