,episode_number,Episode_title,description,Episode_runtime,Released_on
0,801,Jethalal In Pakistan,"Everybody is concerned as Jethalal is missing. They go in search of him. Meanwhile, Jethalal is found strolling in Pakistan and doesn't realize it. He is finally taken to the Pakistan rangers camp and questioned. How will Jethalal come back now? Watch this interesting episode of Taarak Mehta Ka Oolta Chashmah.",20 mins,21 Mar 2020
1,802,Daya Takes Matter In Her Hands,People are still worried and Jethalal is still stuck in Pakistan. The army informs the family that it is a long procedure to get Jethalal back. Daya takes matters in her hands and decides to rescue her husband herself. Watch this episode to find out what happens next.,19 mins,21 Mar 2020
2,803,Jethalal Goes To Jail In Pakistan,Pakistan's army doubts Jethalal to be an informer from India and therefore put him behind bars where he spends time with other people in jail. The Pakistan police question his identity and he is left with no choice. This news reaches Taarak and everyone is really worried about Jethalal. What will Jethalal do now? Find out in this episode of Taarak Mehta Ka Oolta Chashmah.,18 mins,21 Mar 2020
3,804,WIll Jetha Return?,"The army asks Sodhi and the others to return but they refuse to do so. On the other hand, Daya refuses to eat her food thinking of Jethalal who wouldn't have eaten as well. Will Pakistan prove that Jethalal is a spy?",19 mins,21 Mar 2020
4,805,Chalo Dilli,"Sodhi, Jaya, and Champaklal decide to go to Delhi to talk to the minister and get Jethalal out of Pakistan. They take help from a local person for the same. The residents in Gokuldham Society also pray for Jethalal's safety and his return. Watch this episode of Taarak Mehta Ka Oolta Chashmah to find out what will happen with Jethalal.",18 mins,21 Mar 2020
5,806,Daya Asks For Help,Sodhi's friends have come to visit him and help them in Delhi. Sundar receives a text asking for help. He recommends a minister's name. Daya runs around in need of help from various ministers while Jethalal's situation deteriorates. When will Jethalal return? Everyone is getting really worried and sad.,20 mins,21 Mar 2020
6,807,Failed Attempts,"The minister is not able to help Daya so she decides to apply for a visa of Pakistan and help Jethalal, but she fails in this also. Jethalal and Daya finally talk over a phone call, when he is called upon by the head inspector for further investigation. What will Daya do now? Find out in this episode of Taarak Mehta Ka Oolta Chashmah.",20 mins,21 Mar 2020
7,808,Good News,"Daya decides to make her last attempt in rescuing Jethalal. They go to a temple to pray for a good outcome. The Pakistan army has still not given up questioning him. Meanwhile, good news knocks at the door of Champaklal. What is the good news? Is Jethalal coming back? Watch this episode to find out.",20 mins,21 Mar 2020
8,809,Jethalal Finally Returns,"After all the bad news and hurdles, Jethalal is finally out of the jail and Pakistan. Everybody is celebrating this happy moment. Daya and Jethalal are elated to see each other after so long and being so apart. Watch this episode to see the reunion of Jethalal with Daya and his family.",18 mins,21 Mar 2020
9,810,A Feast,There is happiness all over with Jethalal's arrival. A feast is organized to celebrate the same. The people of Gokuldham are joyous and really happy to see Jethalal back safe. Jethalal makes a promise to Daya. Watch this feel-good episode of Taarak Mehta Ka Oolta Chashmah.,19 mins,21 Mar 2020
10,811,Sundars Love For Jethalal,Sundar is excited to come back and meet Jethalal as he is returning from Pakistan and wants to spend some quality time with him. How does Sundar show his love towards Jethalal? To find out watch this episode of Taarak Mehta Ka Oolta Chashmah.,20 mins,21 Mar 2020
11,812,A Lonesome Popatlal,"Popatlal is disappointed over the fact that the gods above aren't listening to his prayers and requests them to make his one and only wish come true, that is to find a life partner. Will Popatlal finally get married? Will a girl like him after all his shortcomings? Will god listen to his prayers? Find out in this episode.",21 mins,21 Mar 2020
12,813,Dr,Dr. Haathi is testing his regular patient that happens to be his Chacha Ji and asks him that why is he maintaining a poor lifestyle to which he replies by saying that he is tensed for his daughter's marriage. Dr Haathi gets an idea and proposes this to Popatlal. Is this the girl meant for Popatlal? Watch this episode of Taarak Mehta Ka Oolta Chashmah and find out now.,20 mins,21 Mar 2020
13,814,Daya Has A Plan,"The Haathi family, along with Popatlal are worried as to how will he manage to see both the girls at the same time. To which, Daya has a fantastic plan. What is Daya's plan? Watch this episode to find out.",20 mins,21 Mar 2020
14,815,Popatlal Is Determined To Win Hearts,"Popatlal is finally ready to meet the girls and has realized that it's a tough task that he has to go back and forth, but is determined that he will succeed, and puts up a great show. See how Popatlal works both the meetings simultaneously in his episode of Taarak Mehta Ka Oolta Chashmah.",21 mins,21 Mar 2020
15,816,Popatlal's Greed,Popatlal is constantly going back and forth from Daya's place to Dr Haathis place as he wants to impress both the girls and wants to give both of them a genuine try. Will he succeed in handling two dates at the same time or will he hamper his chances with both of them?,20 mins,21 Mar 2020
16,817,Popatlal's Life Decision,"Dr Haathi and Bhide are getting restless that Popatlal is missing as he has to make a decision between the two girls. Who would Popatlal choose? To find out, watch this episode of Taarak Mehta Ka Oolta Chashmah.",20 mins,21 Mar 2020
17,818,Surprise Birthday Party,"Popatlal gets kidnapped from his sleep and is escorted to the clubhouse, where the whole society has planned this, to surprise him. Popatlal is touched by everyone's gesture and thank them. Watch this episode of Taarak Mehta Ka Oolta Chashmah to find out what happens next.",19 mins,21 Mar 2020
18,819,Is The Plan Still On?,"Everyone is excited for Holi and as usual, Iyer is skeptical of Jethalal's plan and asks him to be sure whether he is going ahead with tomorrow's Holi Plan. Jethalal tells him to be assured that it's on and just rest. To find out about Jethalal's Plan watch this episode of Taarak Mehta Ka Oolta Chashmah.",19 mins,21 Mar 2020
19,820,Bagha Is In A Dilemma,"A senior inspector is posted near Jethalal's office as they are suspecting two criminals in that area. Meanwhile, two of Bagha's friends are in urgent need of shelter as they claim that the police are behind them. What will Bagha do? Find out in this episode of Taarak Mehta Ka Oolta Chashmah.",20 mins,21 Mar 2020
20,821,Baga Keeps A Secret,Bagha helps his friends and asks them to hide in a carton. They try to escape but eventually return to the godown. Baga is tensed as they ask him to help them stay there for a night but the store is closed the next day. What will happen to his friends? Will the police catch them? Watch this episode to find out.,20 mins,21 Mar 2020
21,822,Baga Takes A Decision,"Baga is worried as he is unable to decide on what to do. He decides to inform Jethalal about this, but later, he sneakily takes the godown keys to help his friends flee. Will police know that Bagha was hiding them? Will Jethalal get in trouble due to Bagha? Find out in this episode of Taarak Mehta Ka Oolta Chashmah.",19 mins,21 Mar 2020
22,823,The Holi Celebration,Gokuldham gathers at the farmhouse to celebrate Holi. Nattu kaka and Bagha inform Jethalal about Baga's friends hiding in the godown. Jethalal looks up to Taarak Mehta for help. Watch this interesting episode of Taarak Mehta Ka Oolta Chashmah now to find out what happens next.,20 mins,21 Mar 2020
23,824,Under Arrest,"Police questions Jethalal, Bagha, and Nattu kaka. Jethalal tries to prove his innocence. Police put them behind bars. Finally, Bagha's friends come to their rescue. Find out what happens to Jethalal and his employees in this episode of Taarak Mehta ka Oolta Chashmah.",18 mins,21 Mar 2020
24,825,We Are Sorry,Bagha and Nattu Kaka bring a card for Jethalal asking for forgiveness. Taarak is assigned with work and Anjali decides to help him. Tapu Sena comes to Taarak Mehta for help. Taarak is getting irritated now.,20 mins,21 Mar 2020
25,826,Taarak Goes To Dr Haathi,Taarak has a bad toothache after eating the beetle leaves offered by Jethalal. He runs to Dr Haathi to find out that he has the same problem. Jethalal sticks tape on Daya's mouth to prevent her from talking.,20 mins,21 Mar 2020
26,827,Bhide Calls Everyone,Bhide asks everyone to gather at Jethalal's house. Everyone creates havoc as they have no reason to gather. Gokuldham Society's renovation has been stopped and now everyone is worried. Sundar is nowhere to be found to discuss this matter.,20 mins,21 Mar 2020
27,828,Sundar Shocks Everyone,"Sundar tells everyone that he would need extra money to continue the renovation. Gokuldham society asks him the reason behind it and refuses to pay the extra money. Thus, he leaves halting the renovation in middle.",19 mins,21 Mar 2020
28,829,Same Old Sundar,"Sundar gets mangoes for Jethalal, in return asks for the taxi fare. Daya decides to eat light food until Sundar is under stress. Following which Tapu and Champaklal decide to eat the same food as Daya.",19 mins,21 Mar 2020
29,830,Daya On A Mission,Daya thinks nobody trusts Sundar and talks to Jethalal about it. She compares treating Sundar with treating a customer. She asks Jethalal to pay the extra money. Sundar convinces Daya as to how he needs the money only for the renovation.,19 mins,21 Mar 2020
30,831,The Scheme,"Sunder takes help from Bagha to convince Jethalal to get the extra money. However, Jethalal, under a scheme, gives the money to Bagha. Tapu Sena asks for a celebration. Watch this episode of Taarak Mehta Ka Oolta Chashmah to find out what happens next.",19 mins,21 Mar 2020
31,832,Drunk Sodhi,Gokuldham holds a society meeting to discuss the celebration once the society renovation is done. Sodhi comes drunk to the meeting. Everyone asks him to calm down and to go home and take rest.,20 mins,21 Mar 2020
