,episode_number,Episode_title,description,Episode_runtime,Released_on
0,901,The Helicopter Ride,"Jethalal asks Daya to share any wish that she has and he would be happy to fulfill it. He says that he wants to do soething special for her as she is an angel in his and his family's life. Daya tells him that she is happy and doesn't want anything in return. The next day, Jethalal asks Daya to gather with everyone in the compound as he has a surprise waiting for her.",40 mins,29 May 2012
1,902,A Heart-Warming Family Reunion,"Sunder finally finds Jetha and Daya enjoying in Ahmedabad. Everyone comes and hugs Jetha and lift him. Everyone is enjoying and dancing. Sunder tells Daya that he has told everyone that Jetha got her in a helicopter and everyone in the society wants to meet them. So, they leave from there and meet her mother and the other people, in society. They reach Daya's parents' house.",21 mins,30 May 2012
2,903,Daya's Bubble Bursts!,Jethalal and Daya are visiting Dayas mother.Daya is very happy. She is running and shouting to meet her mother. But it is soon revealed that it was all a dream. She goes on to explain the other outrageoues and outlandish things she had dreamt. Will Jethalal make her dream come true?,19 mins,31 May 2012
3,904,The Milk Misery,"Jetha rushes to a nearby milk shop. He stands there in a queue and when his turn comes, there is no milk in the container. As Jetha gets upset the seller says that he can get the milk in five minutes. But when Jetha gets the milk he realizes he does not have the money. The seller says that he can't take the milk without paying. So, then he calls Abdul with money and both return to Gokuldham.",19 mins,01 Jun 2012
4,905,"Jethalal, The Patient Zero!","The ladies are discussing a common problem. They all feel that their husbands don't listen to them. But all of them agree that Bhide listens to Madhavi. Jethalal catches a cold and Daya takes care of him. However, Jethalal's cold spreads to everyone in the house.",20 mins,03 Jun 2012
5,906,The Business Competitor,A man comes to Bhide's house asking after his Papad business. Very enthusiastically they show him all the Papads they sell.Finally after listening to all the details the man reveals to them that he simply came there to know the rates of the Papads for the business his daughter has started.,18 mins,03 Jun 2012
6,907,The Bike,"Sodhi, Taarak, and the other men of the society look for a bike for Bhide. But when everyone brings a bike for him to buy, Bhide tells them that he no longer wants to buy a bike. This seems to annoy them. But it is soon revealed that the men were simply pretending to be angry with Bhide.",19 mins,04 Jun 2012
7,908,Bol Bachchan Special!,"Members of Gokuldham Society are extremely excited as they are going to meet the star cast of the film Bol Bachchan, at a press conference. and they expresses their gratitude to Popatlal, the journalist. However, the organizer informs Popatlal that he has to come alone. Jethalal advises them to become fake reporters and enter the press conference. Bapuji accidentally listens to their plan. Will Bapuji support Jethalal's master plan?",19 mins,04 Jun 2012
8,909,Goguldhams Press Conference,Bhide had always wanted to grow a moustache. To fulfill his wish he gets a fake moustache from his makeup artist friend but struggles with it. Meanwhile everyone in the socieety dress up and head to the press conference held by PPC news.,21 mins,24 Mar 2020
9,910,Gokuldhams Reporters,"All the people of Gokuldham gatecrash the press conference and pretend to be reporters as was their plan. However, as was to be expected the questions put up to the star cast are not sensible ones and nobody is impressed.. So Anjali steps up and makes everyone proud.",18 mins,24 Mar 2020
