,episode_number,Episode_title,description,Episode_runtime,Released_on
0,201,Raju Srivastav Visits Gokuldham,Members of Gokuldham celebrate completing 200 episodes with Raju Srivastav. They have a few amazing dance performances lined up.,36 mins,08 Jan 2020
1,202,The Gadas Plan On A Trip,"As Krishna Janmashtami is approaching, Daya requests Jetha to plan a trip to visit her family. Will Jetha agree to this?",FULL_HD119 mins,08 Jan 2020
2,203,Tapu's Essay,Tapu writes an essay on the first showers of the year. Will his parents be impressed with it?,20 mins,08 Jan 2020
3,204,Jetha Lal's Trip To London,Jetha gets an opportunity to go on a trip to London. Nattu Kaka thinks that he's the cause for this trip. What will Jetha say to this?,FULL_HD120 mins,28 Jul 2009
4,205,Raksha Bhandan At Gokuldham Society,"Jethalal is in turmoil & wonders how to tell his family that they were not going to London. He decides to tell his family after Raksha Bandhan event. Meanwhile, all the ladies come over to Jetha's house and give him a list of things to buy from London. What will Jetha do next?",19 mins,08 Jan 2020
5,206,London Trip Canceled,"Jethalal finally takes the courage to inform his family at the breakfast table that the London trip was canceled. Champaklal demands answers and asks if he was planning to go alone. But when Jetha explains the situation, his family decides to support him and let him go alone.",20 mins,08 Jan 2020
6,207,Jethas Preparation For London,"Jetha and his family are excited that he is going to London. Everyone is demanding gifts from Jetha, which is slowly upsetting him. Watch this episode and find out.",20 mins,08 Jan 2020
7,208,Jetha's Send Off,The members of the society including Jetha's family send Jetha off to the airport. Will the family be happy about Jetha's trip or not?,20 mins,08 Jan 2020
8,209,Jethas Digestive Pills,"As Jethalal gets into the plane, Daya bhabhi runs behind him to give him his digestive pills. Will Daya get into trouble for loving her husband?",20 mins,08 Jan 2020
9,210,Sundarlal Helps Tappu Sena,Sundarlal visits Jetha's place and decides to help Tappu Sena regarding a financial matter. What is this favor that makes Tappu Sena jump with joy?,FULL_HD140 mins,08 Jan 2020
10,211,Dahi Handi Competition At Gokuldham,"The members of Gokuldham Society celebrate Krishna Janmashtami together. They even arrange the famous Dahi Handi Competition for which, there is a huge prize. Will Tappu Sena win the game?",17 mins,08 Jan 2020
11,212,Prevention Against Swine Flu,"As the deadly disease, swine flu is spreading, Daya has her own way of protecting herself from the flu. What is Daya's way?",16 mins,08 Jan 2020
12,213,Bhide The Philosopher,"Jethalal and his family have arranged for a bhajan session and Sonu is excited to help them along with Tappu Sena. Meanwhile, Bhide gets deeply philosophical with his wife and starts explaining the purpose of life.",18 mins,08 Jan 2020
13,214,Roshan Bhabi's Party,"The ladies of Gokuldham get together to discuss Roshan's party. During the conversation, Daya is reminded of Jetha's absence.",19 mins,08 Jan 2020
