,episode_number,Episode_title,description,Episode_runtime,Released_on
0,1401,Sundarlal Stands In the Elections,Jethalal and Sundar arrive in the election commission office to fill the form to stand in the 2014 elections. Sodhi and Popatlal decide to leave for Ahmedabad to support Sundarlal. Will Sundar land in deep trouble? Is there a trouble waiting for Jethalal?,21 mins,
1,1402,Campaigning For Sundar,"Jethalal and Daya are invited to a studio to discuss a few ideas that the rising star in Politics, Sundar has been spreading through his campaign. After a while of campaigning through his home streets, Sundar receives shocking news from the Election Office of Ahmedabad. What is the news?",18 mins,
2,1403,Jethalal Plays A Trick,"After getting to know that his own brother-in-law, Jethalal was responsible for his ticket cancellation, the entire crowd of Gokuldham along with Sundar questions him. Jethalal crushes Sundars dream for the good of the people. But little did he know, that he was about to go home with an angry wife. How will Jethalal handle this?",21 mins,
3,1404,Popatlals Ambitious Step,Poptalal urgently rushes to Gada House and also requests Daya to accompany him to meet Pandit Lajawab who has recently arrived in the city to solve problems of millions of people. Panditji Lajawab tries to solve Popatlals marriage issue. Will he solve his issue?,21 mins,
4,1405,Popatlal Is In A  Dilemma,"Popatlal gets a unique solution from Pandit Lajawab and firmly decides to walk on his path. The solution that Popatlal got is not an easy one. Popatlal is asked to write an interesting article and also takes help of Tapu Sena. To know more about Popatlal's article, watch this hilarious episode.",21 mins,
5,1406,First Love,Popatlal is trying his best to write an article on first love and also meets Daya and Jethalal. Popatlal's Boss is eagerly waiting for his reply on the same. Popatlal is yet not able to complete his romantic article. Who will help Popatlal?,21 mins,
6,1407,Popatlals Undying Effort,"Popatlal is desperate to interview Bagha and Bawri and with Natthu Kakas help, he waits until Jethalal has left the store to meet the couple. But will Jethalal arrive in time to stop the interview?",21 mins,
7,1408,Tension In The Air,Tapu Sena is extremely worried about their results as everybody in the group knows the truth about what they have written in the exams. Tapu Senas Parents are praying for the Kids. Will their result be good?,20 mins,
8,1409,The Results,All the members of Gokuldham society are eagerly waiting for Tapu Sena's result. Raju arrives in Gokuldham Society to meet Tapu Sena. Tapu gives a special gift to his teacher Bhide but this apparently does not go down too well with Bhide and he feels insulted. Watch to find out more about Tapu Sena's result.,22 mins,
9,1410,Party Time In Gokuldham,Tapu apologizes to Bhide and also reveals him the purpose of giving him that particular gift. Bhide forgives Tapu and also throws a party for Tapu Sena.,20 mins,
10,1411,Bhides Hair Worries,"Bhide gets a hair oil from somewhere which promises to promote hair growth. However, Bhide seems to be in a spot about applying it. Will Bhide end up applying it? Will it be good for his hair?",21 mins,26 May 2020
11,1412,Tapu Senas Nature Trail,"Bhide and Champaklal bring Tapu Sena on a nature trail at a park. While the kids are excited to see all the fun activities there, they suddenly spot Bagha and Baawri there, who looks a little shocked to see them. What are they doing there?",21 mins,26 May 2020
