,episode_number,Episode_title,description,Episode_runtime,Released_on
0,2401,Tappu Sena's Surprise,"As Kamla Tai is about to leave, she meets the Gokuldham society members, who are unaware that she is not Pinku's mother. Then, the Gokuldham society members give a surprise to Pinku, who weaves a few more lies to keep Gokuldham society members in the loop.",20 mins,12 Feb 2018
1,2402,Champaklal Learns The Truth,Pinku is worried his lies will be exposed before the Gokuldham society members. His fears eventually come true as Champaklal finds out that Kevarchand and Kamla are not Pinku's parents.,19 mins,13 Feb 2018
2,2403,Pinku's Lies Are Exposed,"Champaklal reveals that Kamla and Kevarchand are not biological parents of Pinku. Hearing this Tappu Sena is in disbelief and refuses to believe Champaklal. But, when Champaklal reveals what he has heard, then Tappu Sena is disappointed with Pinku. Will Pinku finally reveal the secret?",20 mins,14 Feb 2018
3,2404,Pinku Is Dejected,"Champaklal feels sad for having shouted at Pinku. The Gokuldham society members too agree with him. Champaklal opines that Pinku will reveal about his parents soon. But, unknown to them, Pinku is planning to leave them forever. Will they stop Pinku?",20 mins,15 Feb 2018
4,2405,Pinku Is Going To Canada,"Kevarchand and Kamla inform Tappu Sena that Pinku is leaving India for Canada and shall never return again. Realizing that it is their last chance to stop Pinku, Tappu Sena along with Champaklal, decides to go to the airport and stop Pinku.",20 mins,16 Feb 2018
5,2406,Tapu Sena At The Airport,"Pinku is on his way to Canada and Tapu Sena wants to stop him from boarding the flight at any cost. Incidentally, Tapu Sena meets Lewis, who works at the customs department and seeks his help to stop Pinku. Will Tapu Sena be able to stop Pinku?",20 mins,19 Feb 2018
6,2407,Friends Forever,"Tappu and Sonu are allowed without a ticket in the boarding area to find and stop Pinku before he boards the flight. The customs officer speaks to Pinku on the walkie-talkie but Pinku does not want to speak with Tappu. Left with no choice, Tappu tries one last time to convince pinku. Will Pinku stay back?",19 mins,20 Feb 2018
7,2408,Pinku Returns,"Tapu Sena's joy knows no bounds when Pinku greets them. They are overjoyed that Pinku is not going to Canada and is staying back. When Tapu Sena returns to Gokuldham with Pinku, Champaklal insists that no one should ask Pinku about his parents. Will Pinku reveal the secreton his own?",19 mins,21 Feb 2018
8,2409,Champaklal Decides To Adopt Pinku,Pinku decides to talk with Champaklal about his parents. He reveals that his parents rarely visit him and he feels abandoned. Champaklal decides to take matter into his own hands and decides to adopt Pinku to teach a lesson to his parents.,21 mins,22 Feb 2018
9,2410,Champaklal's Decision,Champaklal has decided to adopt Pinku. He calls up Taarak to inquire about the legal procedure of adoption. Champaklal then informs Jethalal about his decision which leaves him startled.,20 mins,23 Feb 2018
10,2411,Champaklal's Search For A Lawyer,Champaklal is determined to adopt Pinku. Jethalal rushes to Taarak Mehta's house and informs him to stop Champaklal from doing the adoption. Gokuldham society members arrive at Jethalal's house and speak with Champaklal and try to convince him to give up the idea. Will Champaklal give up the adoption idea?,20 mins,26 Feb 2018
11,2412,Jethalal Is Stressed Out,"Jethalal is under tremendous stress as he cannot accept the fact that Champaklal is going to adopt Pinku. Meanwhile, Champaklal, who is searching for a lawyer, meets Hathi's friend, who is an advocate. He approaches him and asks for his help. Jethalal's worst nightmare has come true. How will Jethalal make sure Champaklal does not adopt Pinku?",41 mins,27 Feb 2018
12,2413,The Adoption,"After considering Mehta’s advice, Jethalal seeks Tapu’s help to change Champaklal’s decision to adopt Pinku. So, Tapu suggests that Jethalal should get Champakal’s favourite ice-cream for him. Although Jethalal tries his best to convince Champaklal against Pinku’s adoption, Champaklal is adamant. What will Jethalal do now? Check out in this high-on-drama episode.",20 mins,09 Jul 2020
13,2414,Pinku’s Parents,"Although the society members are waiting for Pinku’s parents, they do not show up on time. So, Champaklal and others leave for the court for Pinku’s adoption. However, at the same time, Chaloo Pandey brings a couple in the society who claim to be Pinku’s parents. Since Chaloo Pandey brought them with him, the society members do not believe them. Are they really Pinku's parents? Check out in this episode.",20 mins,09 Jul 2020
14,2415,The Secret Agents,The issue is resolved because of an unexpected development. The Gokuldham society members come to know that Pinku's parents are secret agents. Pinku feels proud of his parents and no longer feels a sense of abandonment. Now that the mystery of Pinku's parents has been solved what new challenges await Gokuldam society?,20 mins,02 Mar 2018
15,2416,Iyer's Photograph,"Jethalal is eager to play Holi with Babita. Meanwhile, Iyer informs Babita that he has been selected to attend an international conference. But, first, he needs a few photographs that need to be submitted. Fearing that playing Holi might change his appearance, Iyer pulls out Babita too and decide not to play Holi, which makes Jethalal unhappy.",20 mins,05 Mar 2018
16,2417,Holi Celebrations At Gokuldham Society,"Jethalal is disappointed that Babita is not playing Holi. He tries his best to convince Babita. Finally, Babita agrees and also brings Iyer along. The spirits are uplifted and the Gokuldham society members play the festival of colors.",20 mins,06 Mar 2018
17,2418,Sundar Arrives At Gokuldham Society,The Gokuldham society members are excited to celebrate Holi with each other. Jethalal however gets upset on seeing Sundar. He suspects that Sundar has arrived with an intention and takes the help of Goli to dig out the truth.,20 mins,07 Mar 2018
18,2419,Jethalal In Trouble,"Jethalal presumes Iyer to be Sunder, since Iyer is wearing Sunder's cap. He applies permanent color on Iyer's face, making Iyer furious. Iyer discovers that the color is not washing away with water. What happens now?",20 mins,08 Mar 2018
19,2420,Iyer Is Furious,"Jethalal calls up Sunder to find a solution but Sunder does not answer the phone. A helpless Jethalal takes the help of Taarak Mehta, who calls up Sunder. After speaking to Sunder, Jethalal learns that the color he has applied on Iyer's face might take a month to wash off.",19 mins,09 Mar 2018
