,episode_number,Episode_title,description,Episode_runtime,Released_on
0,2201,Roshan Fights With Sodhi,Roshan comes to Bhide and Madhavi's house. She tells them that her husband always fights with her. Bhide advises Roshan and Sodhi to not fight with each other and figure out their differences.,21 mins,15 May 2017
1,2202,Bhide And Madhavi,Madhavi yells at Bhide when her saree gets damaged due to hot iron. Babita and Anjali request Bhide to apologize to Madhavi for his mistake. Will Bhide accept his mistake? Find out in this episode of Taarak Mehta ka Oolta Chashmah.,19 mins,16 May 2017
2,2203,Bhide Makes A Mess,Bhide makes a mess in his kitchen when he plans to prepare food for himself. Dr. Hathi and his wife advice Bhide to not fight against Madhavi. Watch this episode of Taarak Mehta Ka Oolta Chashmah and find out what happens next.,21 mins,17 May 2017
3,2204,Brothers Meet,Bhide's brother Mahesh comes to his house along with his wife Minakshi. Mahesh tells Minakshi that he regards Madhavi and Bhide as an ideal couple. What will be Minakshi's reaction to hearing this?,20 mins,18 May 2017
4,2205,Matter Resolved,"Bhide and Madhavi introduce Mahesh and his wife to their neighbours. Later, Madhavi resolves her differences with Bhide. Tapu Sena arranges a party when Sonu returns home from her uncle's place.",19 mins,19 May 2017
5,2206,Ruined Clothes,Jethalal pours oil on Champaklal's new dress as soon as Babita enters their house. Jethalal tells Babita that she need not apologize to him for her mistake. Will Babita apologize to him? Find out in this episode.,20 mins,22 May 2017
6,2207,Sundar Opens Up A New Shop,Daya calls Jethalal and informs him that she has removed stains from Champaklal's dress. Sundar informs Daya that he is going to open a new shop in Ahmedabad.,20 mins,23 May 2017
7,2208,Do Not Criticize Sundar,Iyer tells his neighbours that sooner or later Sundar would become a successful businessman. Jethalal replies Iyer that Sundar will not be able to run his shop. Popatlal advises Jethalal to not criticize Sundar.,20 mins,24 May 2017
8,2209,Sundar Comes To Mumbai,Daya tells Jethalal that she is excited as Sundar is coming to Mumbai. Sundar asks his vendors to collect their dues from Jethalal. What is Jethalal going to do about it? Find out in this episode of Taarak Mehta Ka Oolta Chashmah.,19 mins,25 May 2017
9,2210,Sundar In Trouble,Sundar comes to Jethalal's house and invites his family for the opening ceremony of his shop. Sundar tells Daya that he has forgotten to bring Rs. 2 lakhs to Mumbai. Watch this episode of Taarak Mehta Ka Oolta Chashmah to find out what happens next.,18 mins,26 May 2017
10,2211,Sundar Demands Money From Jethalal,Sundar demands 2 lakh rupees from Jethalal. Bagha tells Jethalal that he had taken twenty thousand rupees from Khanna's manager. Bagha takes some money from Sundar.,19 mins,29 May 2017
11,2212,Jethalal Fools Sundar,Sundar's vendor demands two lakh rupees from him. Jethalal cleverly tells Sundar that he cannot give him the required money. Find out what happens in Taarak Mehta Ka Oolta Chashmah in this episode.,19 mins,30 May 2017
12,2213,Sundar Makes Profit In His New Venture,"Jethalal tells Daya that he has not given two lakh rupees to Sundar. Later, Sundar calls Jethalal and tells him that he has made profits by selling his products to a businessman in a moving train.",18 mins,31 May 2017
13,2214,Bhide Meets Gotya's Mother,Bhide meets Gotya's hot-tempered mother Mangutai. Mangutai tells Bhide that he will be held responsible for Gotya's exam marks. Watch what happens in this episode of Taarak Mehta Ka Oolta Chashmah.,20 mins,01 Jun 2017
