,episode_number,Episode_title,description,Episode_runtime,Released_on
0,601,Sodhi Is Unwell,"Jethalal calls Roshan in the balcony to tell her about Sodhi's party. Tapu Sena is enthusiastic to go to the picnic with Sodhi, just then Sodhi informs them that he has severe stomach ache, he is examined by Dr. Hathi. Is it something serious? Will Tapu Sena be able to go the picnic?.",21 mins,23 Jan 2020
1,602,Sodhi Needs An Operation,Bhide informs Dr. Hathi about the reason behind Sodhi's stomach ache. Dr. Hathi suggests that he should get an x-ray done immediately. Bhide and Sodhi are informed in the hospital that there's a piece of glass in his stomach that could cause severe injuries. How will Sodhi get operated without Roshan knowing the truth?,19 mins,23 Jan 2020
2,603,Gathering At The Hospital,"Members of the Gokuldham society arrive at the hospital to check on Sodhi's health. Roshan gets to know of Sodhi's truth and scolds him. Sodhi tells everyone that he won't get operated until Roshan forgives him, he begs Roshan for forgiveness. Will Roshan forgive him? Will Sodhi get operated on time? Tune in to find out.",20 mins,23 Jan 2020
3,604,Roshan Reveals The Truth,Everyone informs Sodhi that he doesn't have a piece of glass in his stomach  and it was their plan to teach him a lesson. Tapu Sena requests Sodhi to take them to the picnic. Madhavi asks Bhide to stop using his old phone and take a new one. Will Tapu Sena's wish be fulfilled? Will Bhide take a new phone or make an excuse like always?,21 mins,23 Jan 2020
4,605,Bhide Wants A Phone,Sodhi comes to Bhide’s house to deposit the maintenance cheque and advises him to take a new cell phone. Bhide goes to Jethalal's shop and buys the cheapest cell phone available even after Jethalal advises against it. Keep watching to discover what drama this cell phone has in store!,19 mins,23 Jan 2020
5,606,The Mango Season,All the ladies of the Gokuldham society requests Bhide to get mangoes for everyone from Ratnagiri. Bhide goes to complain at Jethalal's house about his cell phone not working but Jethalal says he can't do anything about it. Tune in to witness the hilarious dispute between them.,20 mins,23 Jan 2020
6,607,Jethalal And Bhide Get Into A Fight,"Jethalal replaces Bhide's phone on Daya's request. At the soda shop Jethalal and Bhide get into an argument about the cell phone again. Bhide gets an idea to start trading mangoes. Will this new venture be profitable to Bhide or bring in more troubles? Only one way to find out, keep watching!",18 mins,23 Jan 2020
7,608,Bhide Starts A Business,Bhide and Madhavi start taking orders for mangoes from Gokuldham Society one by one and even call some other clients and all together manage to get an order for 200 dozen mangoes. Bhide thinks of building a pavilion in the society for storage of mangoes and putting up banners for advertisement. Sounds simple? Nothing comes so easily in Gokuldham! Keep watching!,21 mins,23 Jan 2020
8,609,The Mango Stall,Popatlal objects Bhide for buildling a pavilion in the society . Next morning Bhau Kaka sends 200 dozen mangoes as ordered by Bhide. He starts sending mangoes to everyone's house as per their orders. Everyone in the society is happy to receive the mangoes. But this happiness will last for how long?,20 mins,23 Jan 2020
9,610,The Love For Mangoes,"Daya requests Jethalal to courier some mangoes to Sundar. Jethalal is waiting desperately to have aam ras at lunch. While preparing the aam ras, Daya finds out that all the mangoes are rotten, she calls Jethalal to inform him about this. How will Jethalal react on hearing this news? Watch the episode to find out.",21 mins,23 Jan 2020
10,611,Mango Business Goes Wrong,"Bhide starts getting complains about the rotten mangoes from society members and other clients. Sundar calls Jethalal and complains him about rotten mangoes. Jethalal angrily comes to the society compound, shouts and calls Bhide and all the society members gather. Is there going to be squabble between the two?",21 mins,23 Jan 2020
11,612,A Search For Jethalal,Jethalal insults Bhide and his Bhau Kaka in front of the whole society. Bhide calls Bhau Kaka to take out his frustation. Next morning Bhau Kaka arrives at the society with 4-5 men and tells Jethalal to come down. Watch this exciting episode to witness what happens next.,19 mins,23 Jan 2020
12,613,Bhau Kaka Serves Aam Ras,"On seeing Bhau kaka with 4-5 men, Jethalal gets scared. Bhau Kaka explains to everyone that due to traffic and hot weather mangoes get spoiled and Bhide is not responsible for the rotten mangoes. What will he do next? Tune in to find out.",20 mins,23 Jan 2020
13,614,Tapu Sena Wants A Cricket Kit,Goli introduces his cousin Rahul who is a cricketer to Tapu Sena. Rahul teaches Tapu Sena some cricket techniques and tells them to practice with a season kit if they want to improve their game. All the children start asking their parents for a season kit. Will they agree?,21 mins,23 Jan 2020
14,615,Tapu On A Mission,Tapu Sena are refused by their parents for a season kit since it is dangerous to play with a season ball in the compound and nobody has the time to take them to a ground. Will Tapu sena give up or come up with a new scheme?,21 mins,23 Jan 2020
15,616,Tapu Sena On A Hunger Strike,Tapu Sena writes something on the notice board and starts shouting slogans. Everyone gathers at the compound and they are informed that Tapu Sena is going on a hunger strike for the cricket kit. Everyone tries to stop them but they're adamant. Will the parents agree to get them the kit or try breaking their strike?,19 mins,23 Jan 2020
