,episode_number,Episode_title,description,Episode_runtime,Released_on
0,2701,Iyer Mocks Jethalal,"Everyone is enjoying the trip. Babita goes and speaks to Iyer and Jethalal interrupts in between. Babita tells Iyer that he would have loved Bungee jumping with Jethalal if he would have been here, to which Iyer doesn't believe that Jethalal can ever do Bungee jumping.",20 mins,03 Apr 2019
1,2702,Gardens By The Bay,The next trip for Jethalal and his gang is Gardens By The Bay. They all are extremely excited to discover the different gardens all around. Taarak starts reciting poems and impresses Anjali. Do they know that their movements are being watched?,21 mins,04 Apr 2019
2,2703,Gokuldham Explores The City Of Singapore,Gokuldham Society is exploring each and every corner of Singapore. Everyone is very excited to explore the city. Watch this episode to know about the whereabouts of the members.,19 mins,05 Apr 2019
3,2704,Champaklal Scared Of The Cruise,"Gokuldham residents enjoy themselves in Singapore. Champaklal and Jethalal check in to their rooms, Champaklal freaks out about being in the cruise and wants to return to the shore. How will he return to the shore?",21 mins,08 Apr 2019
4,2705,Champaklal Finds Popatlal Dancing In A Bar,"Jethalal and friends go drinking where a few female dancers take Popatlal to dance with them. While Bhide looks for them, Champaklal joins him. Seeing Champaklal in the bar, all the men hide. Once Popatlal gets off the dance floor, Champaklal drags him out.",20 mins,09 Apr 2019
5,2706,A Letter From The Sponsor,"After a lot of wandering, the Gokuldham group finally reunites on deck 8 of the cruise. From there they head to Zodiac theatre to watch a special show. Taarak reads out a letter from the unknown sponsor of their Singapore trip. The sponsor asks them to meet him the next day.",19 mins,10 Apr 2019
6,2707,Meet The Sponsor,"Babita's wish comes true when she gets to meet the captain of the cruise. After a lot of chasing, the sponsor of the trip finally shows his face. Jethalal is relieved to see that the sponsor isn't Sundar. Asit Modi, the sponsor then reveals why he took the initiative to send them to Singapore.",19 mins,11 Apr 2019
7,2708,Welcome Back To Gokuldhaam,"After a long trip to Singapore, the Gokuldhaam members have finally come back. The people who stayed back have a grand welcome waiting for the people who went. They share the experience of the trip with Iyer, Hathi and Abdul.",20 mins,12 Apr 2019
8,2709,Popatlal Thanks Asit,Popatlal happily unpacks his bag and calls Asit to thank him for sponsoring an amazing trip. Everyone else is extremely happy after reuniting with their family. Jethalal goes to Babita's house to make her see all the pictures he has clicked.,20 mins,15 Apr 2019
9,2710,Reliving The Singapore Trip,"While sliding through their pictures, Babita and Jethalal describe their Singapore trip to Iyer. Popatlal is on cloud nine and starts his day at a happy note. Everyone else cherishes their trip while talking to one another.",21 mins,16 Apr 2019
10,2711,A Happy Morning For Gokuldham Society,Patrakar Popatlal is in a very happy mood because of which the morning of everyone else is also happy. Jethalal decides to go to his shop and surprise Natu Kaka and Bagha but he himself gets surprised when he sees Bawari in the shop.,20 mins,17 Apr 2019
11,2712,Jethalal Gets Into Trouble,Nattu Kaka and Bagha create trouble for Jethalal by ordering 1000 phones without his consent. This makes Jethalal worried and he asks his friends at the soda shop for strategies to sell them.,20 mins,18 Apr 2019
12,2713,Jethlal Tries Selling The Phones,Jethalal along with Nattu Kaka and Bagha tries selling the phones in the streets but fails. Taarak Mehta notices the problem on Jethalal's face and advises him to have patience and keep up the good work.,21 mins,19 Apr 2019
13,2714,An Order For 1000 Phones,Jethalal gets very happy after getting an order of 1000 phones from Sevaklal and a promise from Mr Paresh of full payment. Later he informs the news to his friends and his father Champaklal. Will all the phones get sold now?,21 mins,22 Apr 2019
14,2715,Champaklal Worries About Elections,Champaklal doubts Netaji as he bought 1000 phones and ordered for another 5000 pieces. He warns Jethalal and makes him understand that election should be done in fair means. Jethalal discusses this with his friends and tries to find out a solution.,20 mins,23 Apr 2019
15,2716,Jethalal Suspicious About Sevaklal,Jethalal discusses with Bagha and Nattu Kaka about Sevaklal and the fair means of winning the election. They decide to inspect the matter about Sevaklal without his knowledge. Will they get caught?,21 mins,24 Apr 2019
16,2717,Bagha Fails Tracking Sevaklals Men,"As appointed by Jethalal, Bagha tries tracking down Sevaklal's men but fails as Bawri breaks the traffic rules and gets stuck with the traffic police. Later Taarak Mehta arrives at Jethalal's shop to discuss what is to be done.",21 mins,25 Apr 2019
17,2718,Fight Against Corruption,"After Sevaklal threatens Jethalal, he agrees to surrender all the cell phones to him. To take a poll, Jethalal calls for an emergency meeting in the Gokuldham society. When he discusses the corruption Sevaklal has been promoting, they all decide to stand with Jethalal in his fight against corruption.",19 mins,26 Apr 2019
18,2719,Jethalal Plans To Expose Sevaklal,"Jethalal and all his friends sit together for a meeting to plan how to uncover the truth of Sevaklal. After various discussions, Popatlal discovers an idea to catch Sevaklal. Watch this episode to know about Popatlal's idea.",20 mins,29 Apr 2019
19,2720,Execution Of The Plan,Jethalal and his group gets on his way to the location of delivery and prosecutes with his plan. And he makes them believe that he is with them to help them in distributing the mobiles.,19 mins,30 Apr 2019
20,2721,Jethalal In Trouble,Sevaklal starts distributing the mobiles in the slums and even Jethalal and Popatlal helped them in doing the same. Sevaklal places an order for 5000 pieces but Jethalal tries to escape the situation.,20 mins,01 May 2019
21,2722,Mission Successful,Jethalal and team get success in their mission. They successfully expose the real face of Sevaklal who was just fooling the people for mobiles in exchange of votes. What will happen next? Find out in this episode of Taarak Mehta Ka Ooltah Chashma.,20 mins,02 May 2019
22,2723,Sevaklals Truth,"After the handlers of Sevaklal get apprehended, they deny all the allegations against Sevaklal and pin the whole act on Jethalal. Sodhi tells them that they have the recording, Bhide breaks it to him that the recordings got destroyed. What will happen next?",20 mins,03 May 2019
23,2724,Jethalal's Celebration,"Jethalal is celebrating and giving out sweets to people in the society, two pieces at a time: one for his Jeet and the other for the sale of his mobile phone.",19 mins,06 May 2019
24,2725,Champaklal Returns,"Champaklal returns from his trip at an odd time. Jethalal and Tappu are worried because no one rings the doorbell at 4:00 AM but when they get to know that its Champaklal, both of them are delighted. Jethalals happiness increases exponentially when Babitaji and Iyer come down to Gada house in the morning.",21 mins,07 May 2019
25,2726,Hunger Pangs,"Atmaram and Madhavi are busy making pickles when they get a visit from Jethalal. Seeing them so busy, especially Madhavi he feels guilty to put more work on them as he actually wanted some food but he changes his request to ask for some change for ten rupees.",19 mins,08 May 2019
26,2727,The Visiting Couple,"Jethalal is on his way to the shop with Taarak Mehta when he gets a call saying there is a couple at the shop who are waiting to meet him. After reaching the shop, he becomes furious thinking they are gone only to find out that they are actually at the godown. Stay tuned for more fun and laughter on this episode.",20 mins,09 May 2019
27,2728,The Mystery Caller,"Jethalal calls his friend, suspecting him of playing a prank on him with the couple from the previous episode but his friend denied this.ow Jethalal is even more confused and continues to call his contacts one after the other hoping to find out the mysterious prankster.",20 mins,10 May 2019
28,2729,Dinner For Visitors,"Jethalal goes for grocery shopping. he buys two varieties of everything on his shopping list because the handwriting is unclear to him. otherwise, he is enjoying this experience of visiting the vegetable market after a long time. Stay tuned for more hilarious moments on this episode.",20 mins,13 May 2019
29,2730,Unknown Guests,"Jethalal and Babita are busy making dinner but Jethalal is more focused on Babita than on cooking. As they finish cooking and wait around awkwardly for the guest to arrive, they are surprised to see the new unknown visitors. Stay tuned!",21 mins,14 May 2019
