,episode_number,Episode_title,description,Episode_runtime,Released_on
0,4001, 4000 Episodes Ki Journey,"The Taarak Mehta Ka Ooltah Chashmah family marks their 4000th episode with jubilant singing, dancing, and a festive cake cutting.",22 mins,07 Feb 2024
1,4002, Bhide Ke Liye Surprise,"Gokuldham residents savour kulfi in celebration of finding Sodhi's lost car. Madhavi has a surprise for Bhide. However, Bhide misconstrues Madhavi and Sonu's actions, believing they are scouting for potential suitors for Sonu's marriage.",22 mins,08 Feb 2024
2,4003, Online Scams Se Bacho,"Gokuldham men enjoy a soda session, but Popatlal feels left out. They discuss online shopping risks. Later, Bhide expresses interest in buying a gold chain for Sonu.",22 mins,09 Feb 2024
3,4004, Madhavi's Surprise,"Madhavi is worried that Bhide will find out about her surprise from the passbook. Meanwhile, Bhide runs into Popatlal on his way to the bank, and both of them get into an argument.",21 mins,10 Feb 2024
4,4005, Madhavi Ko Scam Karne Ki Koshish,"Bhide learns about Madhavi's 80,000 rupees and the truth about Sonu's gold chain. Scammers target Madhavi's account, and Mahesh offers to return Bhide's money, but he hesitates due to concerns about leaving Sonu and Madhavi alone.",22 mins,12 Feb 2024
5,4006, Madhavi Ka Parcel,"Madhavi and Anjali eagerly await Madhavi's parcel, but Madhavi is taken aback by the size of it. Despite having paid online, the delivery person requests payment upon arrival. Is this a potential scam?",21 mins,13 Feb 2024
6,4007, Madhavi Takes Cyber Crime Unit's Help,"Madhavi and Sonu discover the delivery boy's scam. The bank manager advises Madhavi to involve the police and seek the Cyber Crime Unit's help, while Tapu Sena steps in to assist Sonu.",21 mins,14 Feb 2024
7,4008, Madhavi Lies To Bhide,"Inspector Pandey asks Abdul to recall any distinctive details about the fraudulent delivery boy. Although Inspector Pandey gets busy with other crucial tasks which upsets Madhavi. Subsequently, Madhavi fabricates a story to Bhide, asserting that she purchased the chain as a gift for Sonu.",21 mins,15 Feb 2024
8,4009, Fake Chain For Bhide,"Madhavi doesn’t want to tell Bhide about the scam and Tapu Sena buys a fake gold chain. Later, Bhide asks Tapu Sena why there’s no jeweller’s name on the box.",21 mins,16 Feb 2024
9,4010, Search For The Scammer,"Sonu and Madhavi decide to hide the scam from Bhide for the next two days. Tapu Sena approaches Popatlal, and he agrees to help them find the delivery boy who scammed Madhavi.",21 mins,17 Feb 2024
10,4011, Scammer Ko Pakadna Hoga,"Tapu Sena and Popatlal plan to hide the gold chain truth from Bhide. Bhide claims he went to the temple for a new chain to spare Sonu's feelings. Later, they come up with a plan to catch the scammer.",22 mins,19 Feb 2024
11,4012, CCTV Shop Kaun Jayega?,"Bhide discovers the soda shop empty, and Tapu Sena updates the Gokuldham men about Madhavi's scam. Later, Jethalal and Iyer plan to act as police officers to gather evidence against the scammer at the CCTV shop.",20 mins,20 Feb 2024
12,4013, Mahila Mandal Ko Chain Dekhni Hai,"Bhide detects a secretive gathering unfolding without his knowledge, but Goli adeptly diffuses the situation with a clever explanation. The Mahila Mandal expresses interest in seeing Sonu's gold chain, leaving Madhavi anxious about potential doubts regarding its authenticity.",22 mins,21 Feb 2024
13,4014, Jethalal Ho Raha Hai Late,"Jethalal suspects Iyer's plan to leave town and advises Bhide to gift something special to Madhavi. With Champaklal sensing a secret, the group eagerly awaits Jethalal's departure for his shop.",20 mins,22 Feb 2024
14,4015, Jethalal And Iyer Banne Police,"Bawri comes to shop for a speaker at Gada Electronics. The Gokuldham men and Tapu Sena gather at Jethalal's shop, with Jethalal and Iyer donning police disguises. Later, everyone warns them to steer clear of CCTV cameras.",22 mins,23 Feb 2024
15,4016, Nakli Police Ka Mission,Some customers at Gada Electronics mistake Jethalal and Iyer for real policemen. The shopkeeper agrees to show them the recording and both of them find out more information about the scammer.,22 mins,24 Feb 2024
16,4017, Tattoo Wala Clue,"The CCTV shop owner informs Inspector Panday about two individuals posing as police officers who had previously viewed the footage. Inspector Panday suspects their involvement in the scam. Jethalal and Iyer share the CCTV footage with everyone, revealing a small clue related to the scammer.",21 mins,26 Feb 2024
17,4018, Tattoo Artist Ki Help Chahiye Hai,"The tattoo artist informs Jethalal and Iyer that the scammer has his tattoo design. With the scammer's phone number and name in hand, the Gokuldham members devise a plan to catch him and decide to seek the tattoo artist's help.",22 mins,27 Feb 2024
18,4019, Scammer Ko Diya Lalach,"The tattoo artist lures the scammer, Babban, to his studio, claiming the tattoo design has won a prize. Inspector Panday learns about Jethalal and Iyer's fake police officer act at the CCTV shop. Now, everyone awaits the scammer's arrival at the tattoo studio.",20 mins,28 Feb 2024
19,4020, Scammer Pakda Gaya,"Babban is caught at the tattoo studio, and the Gokuldham members plan to take him to Madhav for identification. Meanwhile, Bhide is left in the dark, and Inspector Panday learns about the Gokuldham members' strategy.",17 mins,29 Feb 2024
20,4021, Jethalal And Iyer In Danger,"Inspector Panday is furious seeing Jethalal and Iyer in police uniforms, planning their arrest along with the scammer. Later, Madhavi apologizes to Bhide. Will he forgive her?",20 mins,01 Mar 2024
21,4022, Popatlal Ka Janam Din,Gokuldham residents prepare to celebrate Popatlal's birthday together. Popatlal takes a leave from work to celebrate his birthday. Will things go according to his wishes?,20 mins,02 Mar 2024
22,4023, Popatlal Akela Rahega,Popatlal daydreams of a birthday celebration filled with well-wishes for his swift marriage but he is determined not to be pitied so he resolves to steer clear of meeting anyone on his special day.,20 mins,04 Mar 2024
23,4024, Akele Mein Birthday,"Despite the Tapu Sena's sincere attempt to wish him, Popatlal plays elusive, turning off his phone and celebrating in solitary splendour. Later, Popatlal overhears everyone talking about his marriage.",22 mins,05 Mar 2024
24,4025, Birthday Ke Din Gayab,"Bhide wishes Popatlal on the society board but can't reach him. They ask Abdul about Popatlal's whereabouts. Meanwhile, Sodhi and Bhide plan a party, unknowingly overheard by Champaklal.",15 mins,06 Mar 2024
25,4026, Important Sting Operation,"Taarak contacts Popatlal's boss but discovers he is not there either. Gokuldham residents believe Popatlal is engaged in a vital sting operation. Later, Popatlal receives an urgent office assignment, now faced with the task of leaving discreetly for the mission.",19 mins,07 Mar 2024
26,4027, Popatlal Ne Bhes Badla,"Abdul gives Popatlal a disguise to go incognito outside Gokuldham. When he encounters Mahila Mandal, Abdul concocts a tale to conceal Popatlal's identity.",20 mins,08 Mar 2024
