,episode_number,Episode_title,description,Episode_runtime,Released_on
0,3901, Goli Ka Confusion,Goli celebrates with Bhakti and dances with her. Goli gets stuck in traffic and gets confused when he finds out someone has replaced him during the celebration. What will happen now?,21 mins,13 Oct 2023
1,3902, Gokuldham Is Blessed,"Gokuldham members feel blessed by god and they all thank Bhakti for it. Later, everyone gets the same dream about a god. What is the dream?",21 mins,14 Oct 2023
2,3903, Babita Ki Dost,Jethalal bumps into Champaklal and Champaklal gets angry. Popatlal meets Babita’s friend and tries to impress her. Will she be impressed by Popatlal?,22 mins,16 Oct 2023
3,3904, Chai Ne Bigadi Deal,"Jethalal orders tea and accidentally spills it on his client, Vicky, who gets angry and insults Jethalal. Later, Jethalal finds out that Vicky is Babita’s friend’s husband. What will happen now?",16 mins,17 Oct 2023
4,3905, Babita Bani Mediator,Jethalal and Vicky start fighting in front of Babita and Nisha. Babita tries to resolve the issue between Jethalal and Vicky. Will she succeed in doing so?,21 mins,18 Oct 2023
5,3906, Vicky Ka Cheque,"Jethalal brings sweets for Taarak and tells him about his big deal and how everything went smoothly. Later, Nattu Kaka tells Jethalal that there’s some issue with Vicky’s cheque that he gave Jethalal. What will Jethalal do now?",19 mins,19 Oct 2023
6,3907, Shiny Dandiya Sticks,"Jethalal thinks there’s a ghost in his house. Tapu shows his glow in the dark dandiya sticks to Jethalal but Jethalal feels these sticks can be risky. Later, Jethalal scolds Bagha and Bawri when he overhears their conversation.",19 mins,20 Oct 2023
7,3908, Ziddi Box,"Bhide protects his clothes from getting ruined as he’s meeting Amit for a new order. Later, Popatlal asks everyone to open a box, but no one is able to open it. What is in the box?",21 mins,21 Oct 2023
8,3909, Navratri Ke Liya Budget Nahi Hai,Gokuldham men open Popatlal’s box and end up spilling everything that was inside the box. Bhide tells Tapu Sena they don't have a budget to celebrate Navratri this year. What will happen now?,20 mins,23 Oct 2023
9,3910, Sabse Pehele Aya Jethalal,"Jethalal arrives at the meeting spot before everyone else and decides to hide and hear what Bhide says behind his back. Later, Bhide asks Jethalal to prove that he is the first one to arrive for the meeting.",21 mins,24 Oct 2023
10,3911, Bina Budget Ki Navratri,"Bhide gets angry when Popatlal asks him what he does with the society's budget. Tapu Sena comes up with a solution to Navratri on zero budget. Later, Bhide wants to know about Tapu Sena’s surprise.",21 mins,25 Oct 2023
11,3912, Artists Kaha Hai?,Tapu Sena welcomes all the Gokuldham members in their own unique style to Gokuldham’s Navratri function. Everyone is waiting for the artists to come and perform at the function. Will they reach the society on time?,21 mins,26 Oct 2023
12,3913, Cheque Pass Hoga Ya Nahi?,"Taarak and Jethalal are worried about whether Jethalal will get his money from Babita’s friend on time or not. Later, Anjali gets angry when she finds unhealthy food in Taarak’s bag. What will happen now?",19 mins,27 Oct 2023
13,3914, Payment Ki Tension,"Babita's friend Vicky tears the cheque in front of Jethalal. Meanwhile, a phone call from Jethalal gets Taarak into trouble with his boss.",22 mins,28 Oct 2023
14,3915, Gift Ki Khoj,"Jethalal is confused about what to gift Babita. Later, Jethalal gets a bouquet for Babita but Iyer is allergic to flowers. What will Jethalal gift Babita?",21 mins,30 Oct 2023
15,3916, The Perfect Gift,Jethalal is in distress as he struggles to find the right gift  and consults all his neighbours. Will he find the right gift?,21 mins,31 Oct 2023
16,3917, Babita Ka Mushkil Gift,"Anjali gets upset with Taarak for not giving her gifts while Jethalal dreams about Babita’s gift. Later, Jethalal asks Sundar about Daya.",21 mins,01 Nov 2023
17,3918, Chand Par Zameen,Sundar tells Jethalal that he’s getting a piece of land on the moon at a very small price and asks Jethalal to give him the money for the same. What will Jethalal do now?,20 mins,02 Nov 2023
18,3919, NASA Se Call,"Bagha and Nattu Kaka tell customers about their festive special offers. Later, Jethalal gets a call from NASA. What is this call about?",21 mins,03 Nov 2023
19,3920, Moon Residential Program,Bagha urges Jethalal to buy land on the moon as a good investment opportunity. Will this be a wise decision for Jethalal?,20 mins,04 Nov 2023
20,3921, Chand Par Padosi,Chand Bhai convinces Jethalal to buy three plots on the moon. How will Babita and Gokuldham members react when they find out about this?,18 mins,06 Nov 2023
21,3922, Jethalal Ka Zabardast Surprise,Jethalal tells Babita he has a big surprise for her and asks everyone to come to the clubhouse in the evening. How will everyone react when they find out about Jethalal’s surprise?,22 mins,07 Nov 2023
22,3923, Babita Ke Liye Best Gift,Jethalal tells Babita about his surprise in a very special way. How will everyone react to this?,21 mins,08 Nov 2023
23,3924, Sapna Reh Gaya Sapna,Jethalal realises he had slept and he dreamt about buying land on the moon. Jethalal goes to the Moon Residential Program office. Will he buy land on the moon now?,21 mins,09 Nov 2023
24,3925, Jethalal Ka Sapna Toota,Jethalal asks Popatlal not to tell anyone that he wanted to buy land on the moon. Jethalal is upset because he couldn’t fulfil Babita’s wish. What will he do now?,20 mins,10 Nov 2023
25,3926, Jethalal's Surprise Gift,Jethalal finally brings a surprise gift for Babita with Taarak's help. Will Babita like the gift?,21 mins,11 Nov 2023
26,3927, Diwali Ki Tayariyan,Sodhi plays a prank on Bhide and steals society’s notice board. Gokuldham members want Daya to come back and make their Diwali even more special. When is Daya coming back?,20 mins,13 Nov 2023
27,3928, Diwali Ka Maahol,"Bhide gets angry at Tapu for throwing water at him. Bhide goes to stop Tapu Sena from wasting water but falls down. Later, Taarak surprises Anjali with a present.",22 mins,14 Nov 2023
28,3929, Surprise Dham,Mahila Mandal goes to Jethalal’s house to find out when is Daya coming back while Champaklal’s friend pulls Champaklal’s leg. Will they find out the exact date when Daya is coming back?,20 mins,15 Nov 2023
29,3930, Sundar Ko Phone Lagao,"Jethalal meets a customer who’s in a similar problem as him as his wife is also not coming home. Bagha, Nattu Kaka and Jethalal try to contact Sundar to ask about Daya. Will they get in touch with him?",20 mins,16 Nov 2023
30,3931, Jethalal Gets Impatient,"Jethalal talks to Daya’s acquaintance and asks him to go to Daya’s house and make him talk to her. Later, Jethalal and Bagha try to call Sundar from an unknown number. Will he pick up the call now?",21 mins,17 Nov 2023
